,INJURY_BAD,HELMET_USED,age_bins,SAFE_PEDAL_ACTION,PROTECTIVE_CLOTHING,SAFE_LOCATION,WEATHER_CAT,road_surf_bins,DAYTIME,SPEED_RATING,DRIVER_BLIND,cause_bins,driver_maneuver_bins,physical_bins,hour_bins,SEX
4949,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
4951,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
4956,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
4957,1.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
4960,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4962,0.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Afternoon,M
4968,0.0,0.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Visibility,Straight Ahead,Normal,Afternoon,M
4970,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
4978,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
4980,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
4989,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Morning,M
4993,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4994,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
4996,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Shaken,Morning,M
5003,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Visibility,Traffic Maneuver,Normal,Afternoon,F
5014,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
5015,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5023,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5035,1.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
5038,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5043,1.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5044,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
5051,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5052,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
5059,1.0,0.0,Elderly,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5066,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
5073,0.0,0.0,Adult,Safe,1.0,0.0,Adverse Weather,Dry,1,Average Speed,0.0,Reckless,Straight Ahead,Normal,Morning,M
5088,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5097,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
5098,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5100,0.0,0.0,Adolescent,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
5102,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Traffic Maneuver,Normal,Night,M
5106,1.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5108,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5109,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5113,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
5122,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5124,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Traffic Maneuver,Impaired,Afternoon,M
5127,0.0,1.0,Adult,Neutral,0.0,0.0,Adverse Weather,Wet,0,Below Average Speed,1.0,Skill,Straight Ahead,Normal,Night,M
5133,0.0,1.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Traffic Maneuver,Normal,Night,F
5136,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
5140,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5141,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Speed,Straight Ahead,Normal,Morning,F
5154,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,M
5159,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,F
5168,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Stationary Object Maneuver,Normal,Afternoon,F
5172,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Other,Morning,M
5182,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5183,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Other,Afternoon,M
5188,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
5189,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
5193,1.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
5195,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,F
5196,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5197,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5198,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,F
5201,0.0,0.0,Elderly,Safe,1.0,0.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
5204,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Early Morning,M
5205,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5207,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,F
5219,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
5220,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
5221,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
5223,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5224,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5225,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Visibility,Traffic Maneuver,Normal,Morning,M
5229,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5235,0.0,1.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5236,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
5239,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Dry,0,Average Speed,0.0,Visibility,Turning Maneuver,Normal,Night,M
5240,0.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Skill,Straight Ahead,Normal,Morning,M
5245,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,F
5253,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
5255,0.0,0.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5259,0.0,0.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,0,Below Average Speed,1.0,Visibility,Traffic Maneuver,Normal,Afternoon,X
5261,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5265,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
5272,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
5276,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Adverse Weather,Wet,1,Below Average Speed,0.0,Visibility,Turning Maneuver,Normal,Afternoon,M
5293,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5298,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
5303,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5311,0.0,0.0,Middle-aged,Safe,1.0,0.0,Adverse Weather,Wet,1,Below Average Speed,0.0,Visibility,Straight Ahead,Shaken,Morning,M
5318,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
5320,1.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
5326,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
5328,0.0,1.0,Adolescent,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,1.0,Visibility,Turning Maneuver,Normal,Morning,M
5330,0.0,1.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Visibility,Turning Maneuver,Normal,Afternoon,F
5341,0.0,1.0,Middle-aged,Unsafe,1.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Night,F
5342,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Reckless,Turning Maneuver,Normal,Night,F
5343,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5354,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Other,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5366,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Reckless,Straight Ahead,Normal,Afternoon,M
5367,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Night,M
5387,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
5388,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5401,0.0,1.0,Middle-aged,Safe,1.0,1.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
5404,0.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5412,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Morning,M
5416,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
5420,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5422,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
5429,1.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5434,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
5436,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Morning,M
5437,1.0,0.0,Adult,Safe,1.0,1.0,Adverse Weather,Wet,1,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5445,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Afternoon,M
5448,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5450,1.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
5455,0.0,1.0,Adolescent,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
5458,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5460,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Other,Afternoon,M
5464,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,F
5469,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Straight Ahead,Other,Night,M
5473,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,F
5478,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Speed,Turning Maneuver,Normal,Morning,F
5483,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5495,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
5497,0.0,1.0,Elderly,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5499,0.0,0.0,Middle-aged,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
5505,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5507,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5516,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5519,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5524,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Early Morning,M
5525,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
5533,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5546,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
5548,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5557,1.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
5562,0.0,1.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
5570,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5577,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
5589,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
5597,1.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,F
5598,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,1.0,Visibility,Straight Ahead,Normal,Night,M
5604,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
5607,1.0,1.0,Elderly,Safe,1.0,0.0,Adverse Weather,Wet,1,Average Speed,0.0,Reckless,Turning Maneuver,Normal,Afternoon,M
5609,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
5617,0.0,0.0,Middle-aged,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
5624,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5627,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
5639,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
5660,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,1.0,Skill,Straight Ahead,Normal,Morning,M
5674,0.0,1.0,Adult,Safe,1.0,1.0,Adverse Weather,Wet,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,F
5676,0.0,1.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
5687,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5691,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5694,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Early Morning,M
5696,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Morning,F
5700,1.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5719,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
5720,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Afternoon,M
5726,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Night,M
5727,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
5728,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Reckless,Turning Maneuver,Normal,Night,F
5743,1.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5744,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Afternoon,M
5746,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
5749,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
5752,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Skill,Turning Maneuver,Normal,Afternoon,M
5753,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5755,1.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5756,1.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Speed,Straight Ahead,Normal,Night,M
5759,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
5760,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,F
5764,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Afternoon,M
5777,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Skill,Straight Ahead,Normal,Afternoon,M
5780,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Visibility,Turning Maneuver,Normal,Morning,M
5786,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Obstruction,Turning Maneuver,Normal,Afternoon,M
5804,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
5807,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,M
5809,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5811,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5816,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,M
5817,0.0,0.0,Elderly,Neutral,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,1.0,Visibility,Traffic Maneuver,Normal,Afternoon,M
5818,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,F
5844,1.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
5848,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5851,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
5855,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
5870,0.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
